id,title,job_role,sector,qualification,skills,interests,work_mode,expected_salary,city,state,lat,lon,duration_months,additional_support,created_at,updated_at
int_bangalore_03110,Data Analyst Intern Opportunity in Govtech,data analyst intern,govtech,B.Com,"python, pandas, sql, excel, power bi","analytics, content",onsite,48371,Bangalore,,12.9716,77.5946,4,"mentor, stipend, certificate",2025-09-19T21:46:18.820674+00:00,2025-09-28T21:46:18.820674+00:00
int_jaipur_03111,Internship - Merchandising Intern (E-Commerce),merchandising intern,e-commerce,B.Com,"catalog management, excel, negotiation, product management, analytics","social, operations",onsite,18976,Jaipur,,26.9124,75.7873,3,"mentor, stipend, certificate",2025-07-14T10:30:09.820674+00:00,2025-07-21T10:30:09.820674+00:00
int_hyderabad_03112,Business Analyst Intern Opportunity in Govtech,business analyst intern,govtech,B.Tech,"sql, stakeholder management, powerbi, requirements gathering, documentation","media, fmcg, strategy, ai",onsite,19945,Hyderabad,,17.385,78.4867,3,"mentor, certificate",2025-06-20T11:52:48.820674+00:00,2025-06-29T11:52:48.820674+00:00
int_chennai_03113,Ngo Social Work Intern,social work intern,NGO,B.Tech,"community development, counseling, social research, case management, communication","finance, research",onsite,27536,Chennai,,13.0827,80.2707,2,"mentor, stipend, certificate",2025-07-12T01:53:41.820674+00:00,2025-07-21T01:53:41.820674+00:00
int_delhi_03114,Community Intern at Ngo Company,community intern,NGO,M.Sc,"community engagement, outreach, communication, program management, coordination","education, marketing",onsite,17817,Delhi,,28.7041,77.1025,2,stipend,2025-08-13T01:28:40.820674+00:00,2025-08-14T01:28:40.820674+00:00
int_bangalore_03115,Curriculum Intern Opportunity in Edtech,curriculum intern,edtech,B.Tech,"content development, pedagogy, assessment, education technology, sql","automotive, social",onsite,35787,Bangalore,,12.9716,77.5946,3,"mentor, stipend, certificate",2025-06-26T04:09:06.820674+00:00,2025-07-03T04:09:06.820674+00:00
int_bangalore_03116,Social Media Intern at Media Company,social media intern,media,M.Sc,"social media marketing, content creation, analytics, community management, excel","finance, banking, marketing, research",hybrid,34735,Bangalore,,12.9716,77.5946,6,"mentor, certificate",2025-07-16T09:48:17.820674+00:00,2025-07-30T09:48:17.820674+00:00
int_hyderabad_03117,NLP Intern Opportunity in Healthtech,nlp intern,healthtech,BBA,"python, nlp, transformers, text mining, deep learning","hospitality, finance",onsite,35443,Hyderabad,,17.385,78.4867,5,stipend,2025-06-16T08:16:30.820674+00:00,2025-06-29T08:16:30.820674+00:00
int_bangalore_03118,Data Analyst Intern at Hospitality Company,data analyst intern,hospitality,B.Sc,"python, pandas, sql, excel, power bi","data, retail",onsite,22858,Bangalore,,12.9716,77.5946,2,"mentor, stipend, certificate",2025-08-22T08:50:13.820674+00:00,2025-09-02T08:50:13.820674+00:00
int_bangalore_03119,Internship - Curriculum Intern (Edtech),curriculum intern,edtech,B.Tech,"content development, pedagogy, assessment, education technology, python","marketing, education, media",onsite,36361,Bangalore,,12.9716,77.5946,2,"mentor, stipend, certificate",2025-05-23T20:19:19.820674+00:00,2025-05-25T20:19:19.820674+00:00
int_bangalore_03120,Revenue Management Intern - Hospitality,revenue management intern,hospitality,M.Tech,"excel, pricing, statistics, revenue optimization, data analysis","social, research, operations, consulting",remote,27640,Bangalore,,12.9716,77.5946,6,"mentor, certificate",2025-06-14T13:51:52.820674+00:00,2025-06-15T13:51:52.820674+00:00
int_pune_03121,Finance Analyst Intern - Fintech,finance analyst intern,fintech,B.Com,"excel, valuation, financial modeling, accounting, data analysis","operations, ai",hybrid,13923,Pune,,18.5204,73.8567,5,"mentor, stipend, certificate",2025-07-11T23:11:15.820674+00:00,2025-07-26T23:11:15.820674+00:00
int_hyderabad_03122,Curriculum Intern Opportunity in Edtech,curriculum intern,edtech,B.Tech,"content development, pedagogy, assessment, education technology, presentation","tech, content, media",onsite,28241,Hyderabad,,17.385,78.4867,6,"mentor, certificate",2025-05-25T15:11:56.820674+00:00,2025-05-28T15:11:56.820674+00:00
int_thiruvananthapuram_03123,Govtech Public Policy Intern,public policy intern,govtech,B.Tech,"policy research, data analysis, report writing, government policies, research","consulting, education, retail",onsite,13725,Thiruvananthapuram,,8.5241,76.9366,3,"mentor, certificate",2025-06-02T14:57:13.820674+00:00,2025-06-09T14:57:13.820674+00:00
int_kochi_03124,Social Media Intern at Media Company,social media intern,media,B.Sc,"social media marketing, content creation, analytics, community management, python","ai, finance, analytics, data",onsite,18957,Kochi,,9.9312,76.2673,3,stipend,2025-05-29T01:08:17.820674+00:00,2025-06-11T01:08:17.820674+00:00
int_hyderabad_03125,Social Media Intern - Media,social media intern,media,MBA,"social media marketing, content creation, analytics, community management, sql","data, hospitality, content, marketing",onsite,27165,Hyderabad,,17.385,78.4867,6,"mentor, certificate",2025-08-31T00:06:09.820674+00:00,2025-09-07T00:06:09.820674+00:00
int_hyderabad_03126,Internship - Healthcare Data Intern (Healthtech),healthcare data intern,healthtech,B.Tech,"python, sql, biostatistics, healthcare analytics, data privacy","media, banking",onsite,33076,Hyderabad,,17.385,78.4867,6,stipend,2025-07-15T08:26:20.820674+00:00,2025-07-20T08:26:20.820674+00:00
int_chennai_03127,Content Intern at Media Company,content intern,media,MBA,"content writing, seo, editing, research, grammar","content, education",onsite,28196,Chennai,,13.0827,80.2707,4,"mentor, stipend, certificate",2025-06-18T18:02:37.820674+00:00,2025-06-23T18:02:37.820674+00:00
int_bangalore_03128,Operations Intern at Agritech Company,operations intern,agritech,B.Sc,"excel, reporting, coordination, process improvement, communication","automotive, fmcg, data, consulting",onsite,31735,Bangalore,,12.9716,77.5946,3,"mentor, stipend, certificate",2025-04-07T23:28:22.820674+00:00,2025-04-20T23:28:22.820674+00:00
int_visakhapatnam_03129,NLP Intern - Healthtech,nlp intern,healthtech,MBA,"python, nlp, transformers, text mining, deep learning","fmcg, social",onsite,22290,Visakhapatnam,,17.6868,83.2185,3,"mentor, stipend, certificate",2025-06-08T08:58:47.821674+00:00,2025-06-08T08:58:47.821674+00:00
int_mumbai_03130,Internship - Operations Intern (Govtech),operations intern,govtech,BBA,"excel, reporting, coordination, process improvement, communication","hospitality, content, strategy, research",onsite,32715,Mumbai,,19.076,72.8777,5,"mentor, certificate",2025-05-29T23:44:18.821674+00:00,2025-06-01T23:44:18.821674+00:00
int_bangalore_03131,Operations Intern - Hospitality,operations intern,hospitality,B.E.,"excel, reporting, coordination, process improvement, communication","marketing, banking, fmcg, healthcare",hybrid,27115,Bangalore,,12.9716,77.5946,3,"mentor, stipend, certificate",2025-04-11T13:17:58.821674+00:00,2025-04-11T13:17:58.821674+00:00
int_bangalore_03132,Internship - Bioinformatics Intern (Healthtech),bioinformatics intern,healthtech,B.E.,"python, r, genomics, biostatistics, data analysis","media, research, content, consulting",remote,37885,Bangalore,,12.9716,77.5946,3,stipend,2025-04-05T18:26:59.821674+00:00,2025-04-10T18:26:59.821674+00:00
int_kolkata_03133,Social Work Intern Opportunity in Ngo,social work intern,NGO,M.Sc,"community development, counseling, social research, case management, communication","finance, operations, healthcare",onsite,15484,Kolkata,,22.5726,88.3639,6,"mentor, stipend, certificate",2025-08-15T19:22:17.821674+00:00,2025-08-24T19:22:17.821674+00:00
int_mumbai_03134,Research Intern - Govtech,research intern,govtech,BA,"python, literature review, statistics, data collection, analysis","tech, hospitality, fmcg",onsite,28571,Mumbai,,19.076,72.8777,3,stipend,2025-09-15T00:48:11.821674+00:00,2025-09-26T00:48:11.821674+00:00
int_ahmedabad_03135,Finance Analyst Intern at Fintech Company,finance analyst intern,fintech,B.Tech,"excel, valuation, financial modeling, accounting, data analysis","retail, strategy",onsite,15365,Ahmedabad,,23.0225,72.5714,2,"mentor, certificate",2025-04-16T13:02:04.821674+00:00,2025-04-27T13:02:04.821674+00:00
int_noida_03136,Edtech Curriculum Intern,curriculum intern,edtech,B.Sc,"content development, pedagogy, assessment, education technology, excel","retail, research, consulting, operations",remote,29525,Noida,,28.5355,77.391,3,mentor,2025-08-17T23:15:04.821674+00:00,2025-08-30T23:15:04.821674+00:00
int_mumbai_03137,Curriculum Intern - Edtech,curriculum intern,edtech,M.Tech,"content development, pedagogy, assessment, education technology, problem solving","strategy, healthcare, fmcg",onsite,25435,Mumbai,,19.076,72.8777,6,"mentor, stipend, certificate",2025-06-22T09:21:35.821674+00:00,2025-06-29T09:21:35.821674+00:00
int_bangalore_03138,Internship - Community Intern (Ngo),community intern,NGO,B.Tech,"community engagement, outreach, communication, program management, coordination","content, strategy, analytics",hybrid,33891,Bangalore,,12.9716,77.5946,3,"mentor, certificate",2025-07-04T23:09:59.821674+00:00,2025-07-09T23:09:59.821674+00:00
int_kochi_03139,Agritech Agriculture Research Intern,agriculture research intern,agritech,BA,"agriculture practices, data collection, sustainable farming, crop science, research","analytics, education, fmcg",hybrid,15295,Kochi,,9.9312,76.2673,6,"mentor, certificate",2025-06-14T11:11:44.821674+00:00,2025-06-24T11:11:44.821674+00:00
int_hyderabad_03140,Curriculum Intern - Edtech,curriculum intern,edtech,B.E.,"content development, pedagogy, assessment, education technology, presentation","automotive, tech, education, data",hybrid,22289,Hyderabad,,17.385,78.4867,2,stipend,2025-06-09T09:52:13.821674+00:00,2025-06-23T09:52:13.821674+00:00
int_bangalore_03141,Research Intern Opportunity in Ngo,research intern,NGO,BBA,"python, literature review, statistics, data collection, analysis","healthcare, operations",hybrid,22415,Bangalore,,12.9716,77.5946,3,"mentor, certificate",2025-05-21T12:45:09.821674+00:00,2025-06-01T12:45:09.821674+00:00
int_ahmedabad_03142,Operations Intern - Hospitality,operations intern,hospitality,BBA,"excel, reporting, coordination, process improvement, communication","hospitality, strategy",onsite,14483,Ahmedabad,,23.0225,72.5714,2,"mentor, certificate",2025-06-29T23:39:55.821674+00:00,2025-07-13T23:39:55.821674+00:00
int_nagpur_03143,Fintech Business Analyst Intern,business analyst intern,fintech,MBA,"sql, stakeholder management, powerbi, requirements gathering, documentation","ai, data, healthcare, automotive",remote,21173,Nagpur,,21.1458,79.0882,3,"mentor, stipend, certificate",2025-05-07T23:51:25.821674+00:00,2025-05-10T23:51:25.821674+00:00
int_bangalore_03144,E-Commerce Data Analyst Intern,data analyst intern,e-commerce,B.Sc,"python, pandas, sql, excel, power bi","operations, research",hybrid,31426,Bangalore,,12.9716,77.5946,6,"mentor, stipend, certificate",2025-09-01T04:31:38.821674+00:00,2025-09-12T04:31:38.821674+00:00
int_bangalore_03145,Content Intern - Media,content intern,media,B.Com,"content writing, seo, editing, research, grammar","research, strategy, hospitality",remote,25040,Bangalore,,12.9716,77.5946,2,"mentor, certificate",2025-04-25T01:43:04.821674+00:00,2025-04-30T01:43:04.821674+00:00
int_pune_03146,Data Analyst Intern Opportunity in Hospitality,data analyst intern,hospitality,PhD,"python, pandas, sql, excel, power bi","fmcg, ai",onsite,14230,Pune,,18.5204,73.8567,3,"mentor, stipend, certificate",2025-08-20T08:07:35.821674+00:00,2025-09-02T08:07:35.821674+00:00
int_ahmedabad_03147,Operations Intern - Govtech,operations intern,govtech,MBA,"excel, reporting, coordination, process improvement, communication","media, consulting, content, hospitality",remote,22533,Ahmedabad,,23.0225,72.5714,2,"mentor, certificate",2025-05-08T09:14:07.821674+00:00,2025-05-11T09:14:07.821674+00:00
int_chennai_03148,Social Media Intern - Media,social media intern,media,M.Tech,"social media marketing, content creation, analytics, community management, python","tech, finance, operations",remote,22254,Chennai,,13.0827,80.2707,2,stipend,2025-05-23T18:13:15.821674+00:00,2025-06-05T18:13:15.821674+00:00
int_ahmedabad_03149,Content Writing Intern at Media Company,content writing intern,media,MBA,"writing, blogging, seo, research, grammar","automotive, content, retail",onsite,20627,Ahmedabad,,23.0225,72.5714,4,"mentor, stipend, certificate",2025-05-30T18:48:47.822675+00:00,2025-06-14T18:48:47.822675+00:00
int_coimbatore_03150,Edtech Curriculum Intern,curriculum intern,edtech,B.E.,"content development, pedagogy, assessment, education technology, presentation","research, tech, content",hybrid,15409,Coimbatore,,11.0168,76.9558,2,"mentor, certificate",2025-05-28T01:20:20.822675+00:00,2025-06-08T01:20:20.822675+00:00
int_jaipur_03151,Operations Intern at Fintech Company,operations intern,fintech,B.E.,"excel, reporting, coordination, process improvement, communication","media, automotive, operations",onsite,15701,Jaipur,,26.9124,75.7873,4,"mentor, stipend, certificate",2025-06-13T14:30:14.822675+00:00,2025-06-28T14:30:14.822675+00:00
int_pune_03152,Healthtech AI Research Intern,ai research intern,healthtech,MCA,"python, deep learning, nlp, computer vision, research","consulting, operations, banking, healthcare",onsite,17476,Pune,,18.5204,73.8567,3,stipend,2025-05-24T14:42:29.822675+00:00,2025-05-25T14:42:29.822675+00:00
int_indore_03153,Research Intern at Agritech Company,research intern,agritech,B.Tech,"python, literature review, statistics, data collection, analysis","retail, analytics, data",remote,11612,Indore,,22.7196,75.8577,2,"mentor, stipend, certificate",2025-04-04T13:51:35.822675+00:00,2025-04-13T13:51:35.822675+00:00
int_mumbai_03154,Research Intern at Govtech Company,research intern,govtech,M.Sc,"python, literature review, statistics, data collection, analysis","healthcare, hospitality, analytics, data",onsite,27368,Mumbai,,19.076,72.8777,2,"mentor, stipend, certificate",2025-05-10T16:58:01.822675+00:00,2025-05-18T16:58:01.822675+00:00
int_mumbai_03155,Hospitality Data Analyst Intern,data analyst intern,hospitality,B.E.,"python, pandas, sql, excel, power bi","content, hospitality, analytics, strategy",remote,18317,Mumbai,,19.076,72.8777,2,"mentor, certificate",2025-08-06T03:48:38.822675+00:00,2025-08-14T03:48:38.822675+00:00
int_bangalore_03156,Edtech Product Intern,product intern,edtech,B.Tech,"user research, wireframing, analytics, product strategy, agile","fmcg, hospitality, social, education",onsite,26320,Bangalore,,12.9716,77.5946,6,"mentor, stipend, certificate",2025-07-28T20:42:30.822675+00:00,2025-07-28T20:42:30.822675+00:00
int_gurugram_03157,Public Policy Intern Opportunity in Govtech,public policy intern,govtech,B.Tech,"policy research, data analysis, report writing, government policies, research","marketing, tech",onsite,30625,Gurugram,,28.4595,77.0266,4,"mentor, certificate",2025-04-28T02:13:55.822675+00:00,2025-05-09T02:13:55.822675+00:00
int_mumbai_03158,Internship - Product Intern (Edtech),product intern,edtech,BA,"user research, wireframing, analytics, product strategy, agile","media, tech, operations",onsite,34272,Mumbai,,19.076,72.8777,2,"mentor, stipend, certificate",2025-04-04T05:34:45.822675+00:00,2025-04-07T05:34:45.822675+00:00
int_bangalore_03159,Curriculum Intern at Edtech Company,curriculum intern,edtech,BA,"content development, pedagogy, assessment, education technology, problem solving","finance, retail, operations",hybrid,26194,Bangalore,,12.9716,77.5946,3,"mentor, stipend, certificate",2025-04-03T21:01:23.822675+00:00,2025-04-03T21:01:23.822675+00:00
int_hyderabad_03160,Operations Intern - Agritech,operations intern,agritech,B.E.,"excel, reporting, coordination, process improvement, communication","strategy, retail, marketing, education",remote,26155,Hyderabad,,17.385,78.4867,5,"mentor, certificate",2025-06-08T22:40:08.822675+00:00,2025-06-11T22:40:08.822675+00:00
int_delhi_03161,Content Intern Opportunity in Edtech,content intern,edtech,B.Com,"content writing, seo, editing, research, grammar","ai, analytics, strategy, operations",hybrid,24750,Delhi,,28.7041,77.1025,3,stipend,2025-05-13T08:10:42.822675+00:00,2025-05-14T08:10:42.822675+00:00
int_bangalore_03162,Healthcare Data Intern at Healthtech Company,healthcare data intern,healthtech,M.Tech,"python, sql, biostatistics, healthcare analytics, data privacy","analytics, operations, hospitality, data",onsite,38151,Bangalore,,12.9716,77.5946,2,"mentor, stipend, certificate",2025-05-24T02:59:02.822675+00:00,2025-05-31T02:59:02.822675+00:00
int_indore_03163,E-commerce Ops Intern Opportunity in E-Commerce,e-commerce ops intern,e-commerce,M.Sc,"excel, marketplace ops, analytics, inventory management, operations","hospitality, marketing",onsite,17127,Indore,,22.7196,75.8577,2,stipend,2025-06-21T03:58:50.822675+00:00,2025-06-24T03:58:50.822675+00:00
int_bangalore_03164,Internship - Operations Intern (Manufacturing),operations intern,manufacturing,B.Sc,"excel, reporting, coordination, process improvement, communication","media, banking, finance, automotive",onsite,28837,Bangalore,,12.9716,77.5946,4,"mentor, certificate",2025-07-21T23:19:15.822675+00:00,2025-07-22T23:19:15.822675+00:00
int_kolkata_03165,Supply Chain Intern at Manufacturing Company,supply chain intern,manufacturing,B.Tech,"excel, inventory, logistics, procurement, operations","automotive, banking",remote,18722,Kolkata,,22.5726,88.3639,3,"mentor, certificate",2025-08-25T01:34:57.822675+00:00,2025-09-01T01:34:57.822675+00:00
int_pune_03166,Operations Intern - Ngo,operations intern,NGO,B.E.,"excel, reporting, coordination, process improvement, communication","education, finance, content, tech",onsite,15893,Pune,,18.5204,73.8567,5,stipend,2025-07-18T07:06:33.822675+00:00,2025-07-29T07:06:33.822675+00:00
int_pune_03167,Internship - Revenue Management Intern (Hospitality),revenue management intern,hospitality,M.Tech,"excel, pricing, statistics, revenue optimization, data analysis","marketing, operations, fmcg",remote,23182,Pune,,18.5204,73.8567,2,stipend,2025-04-10T02:28:58.822675+00:00,2025-04-15T02:28:58.822675+00:00
int_chennai_03168,Internship - Data Analyst Intern (E-Commerce),data analyst intern,e-commerce,BBA,"python, pandas, sql, excel, power bi","fmcg, research, consulting",remote,18273,Chennai,,13.0827,80.2707,4,"mentor, certificate",2025-09-12T01:39:43.822675+00:00,2025-09-15T01:39:43.822675+00:00
int_thiruvananthapuram_03169,Process Intern - Manufacturing,process intern,manufacturing,B.Tech,"process improvement, lean, data analysis, documentation, optimization","healthcare, retail, content, tech",hybrid,16065,Thiruvananthapuram,,8.5241,76.9366,6,"mentor, stipend, certificate",2025-08-21T10:49:22.823681+00:00,2025-08-21T10:49:22.823681+00:00
int_mumbai_03170,Internship - Operations Intern (Ngo),operations intern,NGO,B.E.,"excel, reporting, coordination, process improvement, communication","finance, healthcare, operations",hybrid,17726,Mumbai,,19.076,72.8777,6,"mentor, stipend, certificate",2025-08-04T16:44:14.823681+00:00,2025-08-05T16:44:14.823681+00:00
int_delhi_03171,Agritech Agriculture Research Intern,agriculture research intern,agritech,B.Tech,"agriculture practices, data collection, sustainable farming, crop science, research","analytics, education",onsite,26507,Delhi,,28.7041,77.1025,4,"mentor, stipend, certificate",2025-09-01T05:39:37.823681+00:00,2025-09-09T05:39:37.823681+00:00
int_mumbai_03172,Fintech Operations Intern,operations intern,fintech,BBA,"excel, reporting, coordination, process improvement, communication","education, media, social, analytics",onsite,35171,Mumbai,,19.076,72.8777,2,"mentor, certificate",2025-07-07T06:27:25.823681+00:00,2025-07-16T06:27:25.823681+00:00
int_bangalore_03173,Public Policy Intern - Govtech,public policy intern,govtech,MCA,"policy research, data analysis, report writing, government policies, research","media, automotive, ai",onsite,36034,Bangalore,,12.9716,77.5946,3,"mentor, certificate",2025-06-17T09:40:13.823681+00:00,2025-06-17T09:40:13.823681+00:00
int_pune_03174,Supply Chain Intern - Manufacturing,supply chain intern,manufacturing,BBA,"excel, inventory, logistics, procurement, operations","operations, analytics, social",onsite,16801,Pune,,18.5204,73.8567,2,"mentor, certificate",2025-09-14T08:22:41.823681+00:00,2025-09-22T08:22:41.823681+00:00
int_hyderabad_03175,Merchandising Intern at E-Commerce Company,merchandising intern,e-commerce,M.Sc,"catalog management, excel, negotiation, product management, analytics","fmcg, media",onsite,26974,Hyderabad,,17.385,78.4867,6,"mentor, stipend, certificate",2025-05-24T07:47:13.823681+00:00,2025-05-25T07:47:13.823681+00:00
int_bangalore_03176,Healthtech Data Analyst Intern,data analyst intern,healthtech,MCA,"python, pandas, sql, excel, power bi","data, research",onsite,41860,Bangalore,,12.9716,77.5946,5,"mentor, certificate",2025-04-10T13:01:17.823681+00:00,2025-04-13T13:01:17.823681+00:00
int_jaipur_03177,Media Content Intern,content intern,media,B.E.,"content writing, seo, editing, research, grammar","healthcare, tech",onsite,10928,Jaipur,,26.9124,75.7873,4,"mentor, certificate",2025-09-09T08:54:18.823681+00:00,2025-09-21T08:54:18.823681+00:00
int_hyderabad_03178,Internship - Quality Intern (Manufacturing),quality intern,manufacturing,B.Tech,"quality control, six sigma, process improvement, data analysis, documentation","operations, finance, hospitality, strategy",hybrid,25409,Hyderabad,,17.385,78.4867,5,"mentor, certificate",2025-06-20T09:19:53.823681+00:00,2025-07-05T09:19:53.823681+00:00
int_visakhapatnam_03179,Data Analyst Intern Opportunity in Fintech,data analyst intern,fintech,B.Sc,"python, pandas, sql, excel, power bi","content, fmcg, strategy",onsite,15881,Visakhapatnam,,17.6868,83.2185,6,"mentor, stipend, certificate",2025-05-28T12:57:17.823681+00:00,2025-06-10T12:57:17.823681+00:00
int_bangalore_03180,EdTech Product Intern Opportunity in Edtech,edtech product intern,edtech,B.Com,"jira, research, ux, product management, education","retail, analytics, tech",onsite,26637,Bangalore,,12.9716,77.5946,2,"mentor, certificate",2025-07-24T20:13:25.823681+00:00,2025-08-03T20:13:25.823681+00:00
int_ahmedabad_03181,Quality Intern - Manufacturing,quality intern,manufacturing,M.Tech,"quality control, six sigma, process improvement, data analysis, documentation","ai, hospitality, consulting",hybrid,19371,Ahmedabad,,23.0225,72.5714,2,stipend,2025-08-28T16:00:18.823681+00:00,2025-09-01T16:00:18.823681+00:00
int_hyderabad_03182,Fintech Operations Intern,operations intern,fintech,M.Tech,"excel, reporting, coordination, process improvement, communication","retail, media, education, tech",onsite,37769,Hyderabad,,17.385,78.4867,4,"mentor, stipend, certificate",2025-09-01T14:16:19.823681+00:00,2025-09-10T14:16:19.823681+00:00
int_chennai_03183,Process Intern Opportunity in Manufacturing,process intern,manufacturing,BBA,"process improvement, lean, data analysis, documentation, optimization","data, consulting",onsite,27607,Chennai,,13.0827,80.2707,4,stipend,2025-07-28T18:23:02.823681+00:00,2025-08-12T18:23:02.823681+00:00
int_hyderabad_03184,Business Analyst Intern Opportunity in Govtech,business analyst intern,govtech,M.Sc,"sql, stakeholder management, powerbi, requirements gathering, documentation","education, marketing, automotive, data",onsite,29074,Hyderabad,,17.385,78.4867,3,"mentor, certificate",2025-05-31T17:57:27.823681+00:00,2025-06-02T17:57:27.823681+00:00
int_chennai_03185,Internship - Supply Chain Intern (Manufacturing),supply chain intern,manufacturing,B.Tech,"excel, inventory, logistics, procurement, operations","finance, automotive, consulting, marketing",onsite,20056,Chennai,,13.0827,80.2707,2,mentor,2025-08-10T13:51:03.823681+00:00,2025-08-23T13:51:03.823681+00:00
int_mumbai_03186,Community Intern at Ngo Company,community intern,NGO,B.E.,"community engagement, outreach, communication, program management, coordination","operations, retail, healthcare, banking",remote,21109,Mumbai,,19.076,72.8777,4,stipend,2025-07-08T02:11:04.823681+00:00,2025-07-22T02:11:04.823681+00:00
int_ahmedabad_03187,Internship - Operations Intern (Agritech),operations intern,agritech,B.Tech,"excel, reporting, coordination, process improvement, communication","data, retail, hospitality, fmcg",hybrid,30189,Ahmedabad,,23.0225,72.5714,5,"mentor, stipend, certificate",2025-04-17T16:50:34.823681+00:00,2025-04-29T16:50:34.823681+00:00
int_noida_03188,Research Intern Opportunity in Agritech,research intern,agritech,B.Tech,"python, literature review, statistics, data collection, analysis","education, finance, fmcg, content",onsite,20168,Noida,,28.5355,77.391,4,"mentor, stipend, certificate",2025-05-10T16:40:22.824674+00:00,2025-05-15T16:40:22.824674+00:00
int_bangalore_03189,Operations Intern Opportunity in Agritech,operations intern,agritech,M.Sc,"excel, reporting, coordination, process improvement, communication","media, social",hybrid,25346,Bangalore,,12.9716,77.5946,4,mentor,2025-08-29T00:11:55.824674+00:00,2025-09-07T00:11:55.824674+00:00
int_hyderabad_03190,Internship - AI Research Intern (Healthtech),ai research intern,healthtech,B.E.,"python, deep learning, nlp, computer vision, research","research, tech, consulting, hospitality",onsite,38426,Hyderabad,,17.385,78.4867,5,"mentor, certificate",2025-06-09T12:04:41.824674+00:00,2025-06-18T12:04:41.824674+00:00
int_ahmedabad_03191,Data Analyst Intern at Healthtech Company,data analyst intern,healthtech,MCA,"python, pandas, sql, excel, power bi","fmcg, tech, research, strategy",hybrid,34048,Ahmedabad,,23.0225,72.5714,2,"mentor, certificate",2025-04-07T01:07:44.824674+00:00,2025-04-22T01:07:44.824674+00:00
int_pune_03192,Internship - Business Analyst Intern (Govtech),business analyst intern,govtech,B.Tech,"sql, stakeholder management, powerbi, requirements gathering, documentation","retail, research, automotive",onsite,27272,Pune,,18.5204,73.8567,4,stipend,2025-03-30T10:35:33.824674+00:00,2025-04-01T10:35:33.824674+00:00
int_indore_03193,Social Work Intern at Ngo Company,social work intern,NGO,B.Tech,"community development, counseling, social research, case management, communication","marketing, social, education, strategy",hybrid,13850,Indore,,22.7196,75.8577,2,"mentor, stipend, certificate",2025-04-06T08:06:35.824674+00:00,2025-04-16T08:06:35.824674+00:00
int_kochi_03194,Research Intern at Ngo Company,research intern,NGO,B.Tech,"python, literature review, statistics, data collection, analysis","consulting, finance",remote,18876,Kochi,,9.9312,76.2673,5,"mentor, stipend, certificate",2025-07-12T22:32:03.824674+00:00,2025-07-21T22:32:03.824674+00:00
int_kochi_03195,Operations Intern at Ngo Company,operations intern,NGO,BBA,"excel, reporting, coordination, process improvement, communication","ai, education",hybrid,11648,Kochi,,9.9312,76.2673,4,"mentor, certificate",2025-09-10T09:21:23.824674+00:00,2025-09-15T09:21:23.824674+00:00
int_delhi_03196,Community Intern at Ngo Company,community intern,NGO,B.E.,"community engagement, outreach, communication, program management, coordination","social, healthcare, research, data",remote,16923,Delhi,,28.7041,77.1025,2,"mentor, stipend, certificate",2025-04-04T22:49:32.824674+00:00,2025-04-15T22:49:32.824674+00:00
int_kolkata_03197,Data Analyst Intern at Hospitality Company,data analyst intern,hospitality,B.Tech,"python, pandas, sql, excel, power bi","strategy, social, education",hybrid,13434,Kolkata,,22.5726,88.3639,2,"mentor, stipend, certificate",2025-08-27T23:35:17.824674+00:00,2025-08-27T23:35:17.824674+00:00
int_lucknow_03198,Internship - Operations Intern (Ngo),operations intern,NGO,BBA,"excel, reporting, coordination, process improvement, communication","operations, tech",onsite,12230,Lucknow,,26.8467,80.9462,3,stipend,2025-09-20T04:51:55.824674+00:00,2025-09-21T04:51:55.824674+00:00
int_gurugram_03199,Internship - Merchandising Intern (E-Commerce),merchandising intern,e-commerce,B.Tech,"catalog management, excel, negotiation, product management, analytics","media, operations, data",onsite,35846,Gurugram,,28.4595,77.0266,3,"mentor, stipend, certificate",2025-08-17T19:14:01.824674+00:00,2025-08-29T19:14:01.824674+00:00
int_delhi_03200,Supply Chain Intern - Agritech,supply chain intern,agritech,B.Com,"excel, inventory, logistics, procurement, operations","research, strategy, hospitality",onsite,21628,Delhi,,28.7041,77.1025,2,"mentor, stipend, certificate",2025-04-15T04:15:07.824674+00:00,2025-04-28T04:15:07.824674+00:00
int_jaipur_03201,Data Analyst Intern Opportunity in Healthtech,data analyst intern,healthtech,BA,"python, pandas, sql, excel, power bi","tech, fmcg, automotive, data",onsite,25968,Jaipur,,26.9124,75.7873,2,"mentor, certificate",2025-09-01T14:26:49.824674+00:00,2025-09-13T14:26:49.824674+00:00
int_delhi_03202,Business Analyst Intern Opportunity in Govtech,business analyst intern,govtech,B.Tech,"sql, stakeholder management, powerbi, requirements gathering, documentation","retail, media",remote,29849,Delhi,,28.7041,77.1025,2,"mentor, stipend, certificate",2025-07-08T22:15:58.824674+00:00,2025-07-11T22:15:58.824674+00:00
int_pune_03203,Marketing Intern - E-Commerce,marketing intern,e-commerce,B.Tech,"communication, market research, social media marketing, ms excel, writing","content, strategy",hybrid,18820,Pune,,18.5204,73.8567,2,"mentor, certificate",2025-04-23T12:39:23.824674+00:00,2025-04-26T12:39:23.824674+00:00
